drg_definition,year,ttl_discharges,yoy_discharges,medicare_payment_ratio,medicare_segment,avg_hospital_charged,yoy_hos_charged,avg_patient_paid,yoy_patient_paid,avg_medicare_covered,yoy_medicare_covered
028 - SPINAL PROCEDURES W MCC,2014,209,,0.78,Moderate Medicare Dependency,157197.17,,55332.1,,43156.37,
028 - SPINAL PROCEDURES W MCC,2015,204,-2.39,0.82,High Medicare Dependency,165765.06,5.45,50751.37,-8.28,41735.48,-3.29
033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,2014,783,,0.82,High Medicare Dependency,47342.92,,13548.9,,11080.24,
033 - VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,2015,841,7.41,0.85,High Medicare Dependency,51273.95,8.3,13548.49,-0.0,11495.14,3.74
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,2015,35,,0.84,High Medicare Dependency,84156.09,,15289.4,,12850.83,
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",2014,23,,0.84,High Medicare Dependency,53162.04,,12799.65,,10797.74,
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",2015,15,-34.78,0.81,High Medicare Dependency,44183.0,-16.89,9025.0,-29.49,7276.0,-32.62
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,2014,127,,0.86,High Medicare Dependency,180148.2,,58255.85,,50082.03,
228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,2015,199,56.69,0.87,High Medicare Dependency,206557.12,14.66,58048.15,-0.36,50782.51,1.4
"296 - CARDIAC ARREST, UNEXPLAINED W MCC",2014,89,,0.91,High Medicare Dependency,44726.74,,8963.83,,8118.3,
"296 - CARDIAC ARREST, UNEXPLAINED W MCC",2015,165,85.39,0.82,High Medicare Dependency,41888.44,-6.35,10736.06,19.77,8819.73,8.64
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,2014,349,,0.8,Moderate Medicare Dependency,33826.73,,6499.44,,5223.64,
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,2015,418,19.77,0.79,Moderate Medicare Dependency,37461.11,10.74,6248.7,-3.86,4922.12,-5.77
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,2014,16,,0.71,Moderate Medicare Dependency,181792.0,,63876.0,,45508.0,
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,2015,44,175.0,0.84,High Medicare Dependency,245514.75,35.05,49414.75,-22.64,41469.25,-8.87
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,2014,259,,0.9,High Medicare Dependency,91674.26,,27323.14,,24596.03,
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,2015,313,20.85,0.88,High Medicare Dependency,98500.8,7.45,27487.17,0.6,24185.08,-1.67
553 - BONE DISEASES & ARTHROPATHIES W MCC,2014,61,,0.78,Moderate Medicare Dependency,49302.25,,14032.8,,10980.57,
553 - BONE DISEASES & ARTHROPATHIES W MCC,2015,42,-31.15,0.88,High Medicare Dependency,93922.14,90.5,23265.19,65.79,20461.38,86.34
"627 - THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",2014,814,,0.75,Moderate Medicare Dependency,30316.61,,7948.01,,5986.0,
"627 - THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",2015,265,-67.44,0.72,Moderate Medicare Dependency,41194.96,35.88,7717.06,-2.91,5558.17,-7.15
655 - MAJOR BLADDER PROCEDURES W/O CC/MCC,2014,279,,0.81,High Medicare Dependency,94955.81,,21753.43,,17612.22,
655 - MAJOR BLADDER PROCEDURES W/O CC/MCC,2015,243,-12.9,0.84,High Medicare Dependency,82681.02,-12.93,21620.11,-0.61,18073.8,2.62
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2011,22624,,0.95,High Medicare Dependency,163325.9,,45800.29,,43333.55,
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2012,23862,5.47,0.95,High Medicare Dependency,169652.97,3.87,46278.77,1.04,43833.09,1.15
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2013,26995,13.13,0.92,High Medicare Dependency,174971.28,3.13,47183.36,1.95,43229.32,-1.38
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,2014,28260,4.69,0.91,High Medicare Dependency,181164.53,3.54,44880.62,-4.88,40897.33,-5.39
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2014,1149,,0.77,Moderate Medicare Dependency,56382.53,,15286.81,,11800.52,
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2015,900,-21.67,0.83,High Medicare Dependency,52604.81,-6.7,13664.59,-10.61,11278.0,-4.43
032 - VENTRICULAR SHUNT PROCEDURES W CC,2014,530,,0.84,High Medicare Dependency,61668.61,,17819.09,,14974.92,
032 - VENTRICULAR SHUNT PROCEDURES W CC,2015,498,-6.04,0.81,High Medicare Dependency,62732.35,1.72,18489.18,3.76,14986.46,0.08
090 - CONCUSSION W/O CC/MCC,2014,164,,0.78,Moderate Medicare Dependency,34591.01,,9751.02,,7615.01,
090 - CONCUSSION W/O CC/MCC,2015,124,-24.39,0.78,Moderate Medicare Dependency,38292.31,10.7,9003.98,-7.66,6992.68,-8.17
305 - HYPERTENSION W/O MCC,2011,25205,,0.76,Moderate Medicare Dependency,17734.8,,4485.62,,3393.38,
305 - HYPERTENSION W/O MCC,2012,24530,-2.68,0.76,Moderate Medicare Dependency,19049.86,7.42,4497.45,0.26,3397.86,0.13
305 - HYPERTENSION W/O MCC,2013,20485,-16.49,0.71,Moderate Medicare Dependency,20144.34,5.75,4645.98,3.3,3290.14,-3.17
305 - HYPERTENSION W/O MCC,2014,15939,-22.19,0.74,Moderate Medicare Dependency,22321.92,10.81,5264.55,13.31,3889.76,18.22
305 - HYPERTENSION W/O MCC,2015,15380,-3.51,0.73,Moderate Medicare Dependency,24188.7,8.36,5143.16,-2.31,3745.99,-3.7
473 - CERVICAL SPINAL FUSION W/O CC/MCC,2011,23834,,0.82,High Medicare Dependency,52934.92,,14400.06,,11873.77,
473 - CERVICAL SPINAL FUSION W/O CC/MCC,2012,24668,3.5,0.82,High Medicare Dependency,56152.16,6.08,14711.03,2.16,12030.13,1.32
473 - CERVICAL SPINAL FUSION W/O CC/MCC,2013,25067,1.62,0.81,High Medicare Dependency,59311.69,5.63,15299.89,4.0,12379.06,2.9
473 - CERVICAL SPINAL FUSION W/O CC/MCC,2014,25228,0.64,0.82,High Medicare Dependency,62568.5,5.49,15864.68,3.69,13006.79,5.07
473 - CERVICAL SPINAL FUSION W/O CC/MCC,2015,25833,2.4,0.82,High Medicare Dependency,65322.22,4.4,15926.56,0.39,13054.19,0.36
"616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",2014,34,,0.95,High Medicare Dependency,84014.74,,22542.32,,21429.56,
"616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",2015,32,-5.88,0.83,High Medicare Dependency,192531.34,129.16,31209.81,38.45,25857.97,20.66
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",2011,153660,,0.81,High Medicare Dependency,17836.17,,4878.88,,3945.8,
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",2012,132997,-13.45,0.81,High Medicare Dependency,19228.51,7.81,5022.67,2.95,4064.41,3.01
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",2013,118938,-10.57,0.76,Moderate Medicare Dependency,20393.34,6.06,5124.02,2.02,3913.74,-3.71
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",2014,108336,-8.91,0.78,Moderate Medicare Dependency,21778.99,6.79,5663.18,10.52,4436.72,13.36
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",2015,103148,-4.79,0.77,Moderate Medicare Dependency,22605.03,3.79,5645.97,-0.3,4370.18,-1.5
653 - MAJOR BLADDER PROCEDURES W MCC,2014,206,,0.88,High Medicare Dependency,189836.27,,53362.6,,46906.43,
653 - MAJOR BLADDER PROCEDURES W MCC,2015,206,0.0,0.83,High Medicare Dependency,206356.18,8.7,54273.4,1.71,45150.58,-3.74
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,2014,35,,0.61,Moderate Medicare Dependency,26405.74,,8473.29,,5211.03,
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,2015,24,-31.43,0.78,Moderate Medicare Dependency,35040.0,32.7,6124.0,-27.73,4755.0,-8.75
014 - ALLOGENEIC BONE MARROW TRANSPLANT,2014,467,,0.84,High Medicare Dependency,366683.24,,115986.26,,97095.63,
014 - ALLOGENEIC BONE MARROW TRANSPLANT,2015,635,35.97,0.84,High Medicare Dependency,358525.36,-2.22,116952.39,0.83,98747.9,1.7
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,2014,14982,,0.88,High Medicare Dependency,135992.48,,35649.95,,31309.39,
025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,2015,16030,7.0,0.87,High Medicare Dependency,139217.3,2.37,35076.06,-1.61,30606.83,-2.24
369 - MAJOR ESOPHAGEAL DISORDERS W CC,2014,188,,0.78,Moderate Medicare Dependency,29682.67,,8072.85,,6276.61,
369 - MAJOR ESOPHAGEAL DISORDERS W CC,2015,183,-2.66,0.83,High Medicare Dependency,27416.75,-7.63,7614.45,-5.68,6290.87,0.23
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2014,255,,0.85,High Medicare Dependency,47288.98,,14807.8,,12626.05,
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2015,114,-55.29,0.89,High Medicare Dependency,56796.81,20.11,19281.18,30.21,17092.33,35.37
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,2014,2319,,0.83,High Medicare Dependency,58192.34,,15102.32,,12524.69,
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,2015,2094,-9.7,0.81,High Medicare Dependency,63434.11,9.01,15795.07,4.59,12821.49,2.37
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,2015,30390,,0.91,High Medicare Dependency,188014.14,,44271.79,,40222.16,
163 - MAJOR CHEST PROCEDURES W MCC,2014,6021,,0.88,High Medicare Dependency,146895.27,,38053.4,,33507.03,
163 - MAJOR CHEST PROCEDURES W MCC,2015,5633,-6.44,0.88,High Medicare Dependency,151808.51,3.34,38326.81,0.72,33696.2,0.56
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,2014,3209,,0.89,High Medicare Dependency,128030.58,,34783.77,,30848.96,
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,2015,3200,-0.28,0.88,High Medicare Dependency,126733.1,-1.01,34118.82,-1.91,29936.78,-2.96
607 - MINOR SKIN DISORDERS W/O MCC,2014,953,,0.73,Moderate Medicare Dependency,22259.95,,7105.29,,5200.69,
607 - MINOR SKIN DISORDERS W/O MCC,2015,1016,6.61,0.76,Moderate Medicare Dependency,25491.31,14.52,7381.53,3.89,5582.94,7.35
945 - REHABILITATION W CC/MCC,2014,5428,,0.94,High Medicare Dependency,20482.52,,16777.74,,15849.01,
945 - REHABILITATION W CC/MCC,2015,5047,-7.02,0.95,High Medicare Dependency,20502.51,0.1,16811.6,0.2,15918.32,0.44
"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",2014,12290,,0.81,High Medicare Dependency,37799.51,,9135.85,,7355.05,
"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",2015,12949,5.36,0.8,Moderate Medicare Dependency,39104.86,3.45,9042.91,-1.02,7230.2,-1.7
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,2015,11,,0.86,High Medicare Dependency,82606.0,,21891.0,,18770.0,
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2011,20739,,0.88,High Medicare Dependency,39806.1,,10398.82,,9111.84,
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2012,18025,-13.09,0.87,High Medicare Dependency,42895.5,7.76,10666.05,2.57,9309.49,2.17
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2013,17638,-2.15,0.85,High Medicare Dependency,44905.7,4.69,10971.48,2.86,9363.75,0.58
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2014,17272,-2.08,0.85,High Medicare Dependency,47312.5,5.36,11456.66,4.42,9765.49,4.29
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,2015,16684,-3.4,0.84,High Medicare Dependency,48941.32,3.44,11463.21,0.06,9657.84,-1.1
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,2014,1701,,0.86,High Medicare Dependency,142237.96,,40912.98,,35246.78,
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,2015,1593,-6.35,0.86,High Medicare Dependency,155679.03,9.45,41871.91,2.34,36000.46,2.14
915 - ALLERGIC REACTIONS W MCC,2014,22,,0.51,Moderate Medicare Dependency,51584.0,,15960.0,,8159.5,
915 - ALLERGIC REACTIONS W MCC,2015,11,-50.0,0.89,High Medicare Dependency,20372.0,-60.51,12857.0,-19.44,11442.0,40.23
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",2014,904,,0.83,High Medicare Dependency,131977.88,,33251.68,,27459.79,
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",2015,932,3.1,0.82,High Medicare Dependency,137503.66,4.19,34094.98,2.54,28024.79,2.06
"156 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",2014,36,,0.66,Moderate Medicare Dependency,23643.75,,4963.08,,3292.08,
"156 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",2015,25,-30.56,0.6,Moderate Medicare Dependency,20774.56,-12.14,5698.72,14.82,3436.8,4.4
184 - MAJOR CHEST TRAUMA W CC,2014,2429,,0.67,Moderate Medicare Dependency,36851.34,,9457.08,,6317.82,
184 - MAJOR CHEST TRAUMA W CC,2015,2405,-0.99,0.67,Moderate Medicare Dependency,38044.51,3.24,9284.81,-1.82,6191.34,-2.0
187 - PLEURAL EFFUSION W CC,2014,1785,,0.83,High Medicare Dependency,35339.46,,8656.06,,7198.92,
187 - PLEURAL EFFUSION W CC,2015,1693,-5.15,0.83,High Medicare Dependency,34369.21,-2.75,8489.28,-1.93,7009.01,-2.64
245 - AICD GENERATOR PROCEDURES,2014,106,,0.82,High Medicare Dependency,170059.1,,39026.5,,32190.38,
245 - AICD GENERATOR PROCEDURES,2015,58,-45.28,0.89,High Medicare Dependency,176159.1,3.59,38774.69,-0.65,34366.02,6.76
644 - ENDOCRINE DISORDERS W CC,2014,4827,,0.82,High Medicare Dependency,31565.46,,8457.03,,6907.71,
644 - ENDOCRINE DISORDERS W CC,2015,4615,-4.39,0.8,Moderate Medicare Dependency,31819.28,0.8,8413.17,-0.52,6760.63,-2.13
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,2014,327,,0.75,Moderate Medicare Dependency,42011.1,,15809.05,,11843.75,
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,2015,348,6.42,0.77,Moderate Medicare Dependency,44203.56,5.22,16129.26,2.03,12376.1,4.49
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,2014,2690,,0.88,High Medicare Dependency,247213.47,,64184.39,,56423.75,
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,2015,3028,12.57,0.88,High Medicare Dependency,251639.28,1.79,62929.21,-1.96,55154.31,-2.25
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,2014,138,,0.85,High Medicare Dependency,96945.38,,30053.61,,25550.08,
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,2015,201,45.65,0.84,High Medicare Dependency,111640.56,15.16,25313.92,-15.77,21244.5,-16.85
483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,2014,10499,,0.86,High Medicare Dependency,69605.17,,18301.03,,15783.76,
483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,2015,42604,305.79,0.85,High Medicare Dependency,66089.65,-5.05,16860.36,-7.87,14329.8,-9.21
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,2014,387,,0.72,Moderate Medicare Dependency,41168.48,,11332.81,,8187.5,
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,2015,342,-11.63,0.75,Moderate Medicare Dependency,43311.53,5.21,11662.32,2.91,8773.91,7.16
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2011,23755,,0.85,High Medicare Dependency,28173.04,,8063.13,,6888.22,
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2012,23849,0.4,0.86,High Medicare Dependency,29132.52,3.41,8204.43,1.75,7047.08,2.31
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2013,23914,0.27,0.79,Moderate Medicare Dependency,31193.37,7.07,8380.35,2.14,6637.86,-5.81
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2014,22826,-4.55,0.8,Moderate Medicare Dependency,32809.97,5.18,8860.4,5.73,7052.86,6.25
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,2015,24478,7.24,0.79,Moderate Medicare Dependency,34075.8,3.86,8770.09,-1.02,6970.41,-1.17
884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,2014,11395,,0.83,High Medicare Dependency,30433.85,,9433.96,,7849.52,
884 - ORGANIC DISTURBANCES & MENTAL RETARDATION,2015,12056,5.8,0.83,High Medicare Dependency,32203.79,5.82,9387.94,-0.49,7785.9,-0.81
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,2014,3418,,0.88,High Medicare Dependency,176630.38,,44575.05,,39355.85,
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,2015,4432,29.67,0.88,High Medicare Dependency,184294.75,4.34,44871.93,0.67,39402.8,0.12
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,2014,8924,,0.81,High Medicare Dependency,29213.87,,7459.96,,6078.43,
071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,2015,10101,13.19,0.81,High Medicare Dependency,30808.6,5.46,7664.32,2.74,6242.69,2.7
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,2014,5891,,0.82,High Medicare Dependency,57694.04,,15238.25,,12554.68,
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,2015,5202,-11.7,0.83,High Medicare Dependency,60562.21,4.97,15189.86,-0.32,12603.45,0.39
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,2014,17488,,0.85,High Medicare Dependency,114467.51,,27014.73,,22980.88,
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,2015,17436,-0.3,0.85,High Medicare Dependency,120044.65,4.87,27261.67,0.91,23087.42,0.46
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,2014,11322,,0.91,High Medicare Dependency,107206.31,,26373.47,,24063.28,
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,2015,11492,1.5,0.91,High Medicare Dependency,108599.93,1.3,26419.71,0.18,24100.45,0.15
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,2014,479,,0.75,Moderate Medicare Dependency,27985.16,,6742.4,,5063.37,
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,2015,416,-13.15,0.75,Moderate Medicare Dependency,28066.95,0.29,6144.73,-8.86,4601.51,-9.12
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2011,34579,,0.76,Moderate Medicare Dependency,29233.28,,7102.82,,5433.42,
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2012,27581,-20.24,0.75,Moderate Medicare Dependency,31986.23,9.42,7501.62,5.61,5653.4,4.05
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2013,22897,-16.98,0.73,Moderate Medicare Dependency,35470.25,10.89,7963.45,6.16,5835.26,3.22
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,2014,20567,-10.18,0.75,Moderate Medicare Dependency,38335.16,8.08,8648.11,8.6,6463.1,10.76
552 - MEDICAL BACK PROBLEMS W/O MCC,2011,63116,,0.8,Moderate Medicare Dependency,22808.38,,5841.41,,4646.16,
552 - MEDICAL BACK PROBLEMS W/O MCC,2012,53669,-14.97,0.79,Moderate Medicare Dependency,24872.67,9.05,6214.66,6.39,4889.35,5.23
552 - MEDICAL BACK PROBLEMS W/O MCC,2013,47625,-11.26,0.76,Moderate Medicare Dependency,26930.65,8.27,6395.57,2.91,4841.4,-0.98
552 - MEDICAL BACK PROBLEMS W/O MCC,2014,50615,6.28,0.77,Moderate Medicare Dependency,27970.68,3.86,6768.9,5.84,5191.62,7.23
552 - MEDICAL BACK PROBLEMS W/O MCC,2015,51624,1.99,0.76,Moderate Medicare Dependency,29404.86,5.13,6838.12,1.02,5229.81,0.74
614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC,2014,274,,0.83,High Medicare Dependency,87527.85,,25158.18,,20938.02,
614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC,2015,318,16.06,0.84,High Medicare Dependency,82313.15,-5.96,24283.37,-3.48,20448.16,-2.34
"617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",2014,3027,,0.82,High Medicare Dependency,59063.59,,15217.3,,12414.26,
"617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",2015,3841,26.89,0.83,High Medicare Dependency,58216.26,-1.43,14905.5,-2.05,12389.83,-0.2
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2014,1808,,0.84,High Medicare Dependency,83196.74,,22941.95,,19298.83,
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2015,1731,-4.26,0.84,High Medicare Dependency,82065.0,-1.36,22202.01,-3.23,18640.5,-3.41
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,2014,8616,,0.82,High Medicare Dependency,28730.48,,8224.15,,6736.85,
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,2015,7297,-15.31,0.8,Moderate Medicare Dependency,29083.54,1.23,8297.22,0.89,6671.21,-0.97
957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,2014,492,,0.8,Moderate Medicare Dependency,214949.71,,67564.88,,54342.32,
957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,2015,515,4.67,0.87,High Medicare Dependency,237903.07,10.68,66459.02,-1.64,58059.04,6.84
002 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W/O MCC,2014,23,,0.83,High Medicare Dependency,545035.22,,156336.22,,130059.83,
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,2014,550,,0.74,Moderate Medicare Dependency,22126.57,,5400.5,,4019.48,
072 - NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,2015,490,-10.91,0.76,Moderate Medicare Dependency,27664.12,25.03,5424.57,0.45,4120.09,2.5
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,2014,8885,,0.89,High Medicare Dependency,84586.1,,21677.58,,19230.5,
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,2015,8770,-1.29,0.88,High Medicare Dependency,91383.93,8.04,22622.7,4.36,19926.26,3.62
302 - ATHEROSCLEROSIS W MCC,2014,326,,0.89,High Medicare Dependency,42133.28,,12438.9,,11084.42,
302 - ATHEROSCLEROSIS W MCC,2015,241,-26.07,0.87,High Medicare Dependency,34256.88,-18.69,10363.44,-16.69,8997.69,-18.83
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,2014,5036,,0.77,Moderate Medicare Dependency,20929.36,,6621.52,,5126.7,
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,2015,4977,-1.17,0.77,Moderate Medicare Dependency,21882.44,4.55,6671.61,0.76,5149.76,0.45
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,2014,56,,0.91,High Medicare Dependency,33585.2,,13411.29,,12139.14,
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,2015,46,-17.86,0.82,High Medicare Dependency,49630.2,47.77,11792.04,-12.07,9614.93,-20.79
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2011,31935,,0.83,High Medicare Dependency,14383.18,,5067.21,,4206.81,
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2012,32714,2.44,0.84,High Medicare Dependency,15112.39,5.07,5270.14,4.0,4401.16,4.62
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2013,32053,-2.02,0.78,Moderate Medicare Dependency,15775.66,4.39,5481.66,4.01,4275.74,-2.85
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2014,30983,-3.34,0.81,High Medicare Dependency,16877.86,6.99,6334.91,15.57,5117.04,19.68
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2015,29953,-3.32,0.8,Moderate Medicare Dependency,18237.6,8.06,6485.73,2.38,5184.93,1.33
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2011,56100,,0.9,High Medicare Dependency,36088.81,,9961.06,,8987.1,
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2012,49512,-11.74,0.9,High Medicare Dependency,37012.09,2.56,10069.62,1.09,9014.29,0.3
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2013,45796,-7.51,0.86,High Medicare Dependency,38394.29,3.73,10080.2,0.11,8668.79,-3.83
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2014,36417,-20.48,0.85,High Medicare Dependency,39257.46,2.25,10030.87,-0.49,8564.81,-1.2
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,2015,33978,-6.7,0.85,High Medicare Dependency,39730.99,1.21,9941.99,-0.89,8472.29,-1.08
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,2014,136,,0.82,High Medicare Dependency,149178.71,,35147.46,,28716.09,
260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,2015,184,35.29,0.88,High Medicare Dependency,130793.32,-12.32,31842.17,-9.4,27936.82,-2.71
